,participant,qid,startTime,endTime,duration,deducted,to_deduct
134,6018f410f8a80c12afba2194,calculate2,2021-02-02T08:26:21.137Z,2021-02-02T08:33:34.794Z,433.65700000000004,"[['2021-02-02T08:26:22.419Z', '2021-02-02T08:27:23.567Z'], ['2021-02-02T08:29:40.113Z', '2021-02-02T08:32:13.214Z']]",214.249
135,6018f44df8a80c12afba219c,combine1,2021-02-02T08:31:16.738Z,2021-02-02T08:34:31.481Z,194.74300000000002,[],0.0
136,6018f9d4f8a80c12afba2793,access2,2021-02-02T09:29:26.961Z,2021-02-02T09:38:29.239Z,542.278,"[['2021-02-02T09:31:53.114Z', '2021-02-02T09:32:58.472Z'], ['2021-02-02T09:31:53.981Z', '2021-02-02T09:31:53.981Z'], ['2021-02-02T09:37:07.635Z', '2021-02-02T09:37:33.995Z']]",91.718
137,6018f4bbf8a80c12afba21b3,calculate2,2021-02-02T08:28:24.503Z,2021-02-02T08:39:55.107Z,690.604,"[['2021-02-02T08:29:38.976Z', '2021-02-02T08:31:34.659Z'], ['2021-02-02T08:37:23.024Z', '2021-02-02T08:39:08.435Z']]",221.094
138,6018fd16f8a80c12afba2cd5,access1,2021-02-02T08:37:20.537Z,2021-02-02T08:43:45.611Z,385.074,[],0.0
139,6018f44df8a80c12afba219c,restructure1,2021-02-02T08:36:07.346Z,2021-02-02T08:43:48.76Z,461.41400000000004,[],0.0
140,6018f723f8a80c12afba2369,access1,2021-02-02T08:38:55.312Z,2021-02-02T08:44:15.048Z,319.73600000000005,[],0.0
141,6018f5a0f8a80c12afba21ec,create1,2021-02-02T08:43:37.355Z,2021-02-02T08:45:05.407Z,88.052,[],0.0
142,6018f44df8a80c12afba219c,restructure2,2021-02-02T08:43:48.785Z,2021-02-02T08:46:09.139Z,140.354,[],0.0
143,6018f517f8a80c12afba21c8,calculate1,2021-02-02T21:44:06.066Z,2021-02-02T21:46:57.802Z,171.73600000000002,[],0.0
144,6018fd16f8a80c12afba2cd5,access2,2021-02-02T08:43:45.676Z,2021-02-02T08:48:18.885Z,273.209,[],0.0
145,6018f4bbf8a80c12afba21b3,combine1,2021-02-02T08:47:04.919Z,2021-02-02T08:48:33.064Z,88.14500000000001,[],0.0
146,6018f5a0f8a80c12afba21ec,create2,2021-02-02T08:45:05.427Z,2021-02-02T08:48:42.235Z,216.80800000000002,[],0.0
147,6018f517f8a80c12afba21c8,calculate2,2021-02-02T21:46:57.814Z,2021-02-02T21:49:46.693Z,168.87900000000002,[],0.0
148,6018f9d4f8a80c12afba2793,calculate1,2021-02-02T09:46:16.977Z,2021-02-02T09:49:59.317Z,222.34,[],0.0
149,6018f723f8a80c12afba2369,access2,2021-02-02T08:44:15.115Z,2021-02-02T08:51:00.147Z,405.03200000000004,"[['2021-02-02T08:47:08.697Z', '2021-02-02T08:49:56.949Z']]",168.252
150,6018f410f8a80c12afba2194,combine1,2021-02-02T08:50:24.007Z,2021-02-02T08:53:01.404Z,157.39700000000002,[],0.0
151,6018f9d4f8a80c12afba2793,calculate2,2021-02-02T09:49:59.335Z,2021-02-02T09:54:21.573Z,262.238,[],0.0
152,6018f410f8a80c12afba2194,restructure1,2021-02-02T08:53:48.875Z,2021-02-02T08:57:42.388Z,233.513,[],0.0
153,6018f517f8a80c12afba21c8,combine1,2021-02-02T21:52:37.425Z,2021-02-02T21:59:33.214Z,415.78900000000004,"[['2021-02-02T21:55:01.701Z', '2021-02-02T21:56:10.111Z']]",68.41
154,6018f410f8a80c12afba2194,restructure2,2021-02-02T08:57:42.424Z,2021-02-02T08:59:52.832Z,130.40800000000002,[],0.0
155,6018fe8ff8a80c12afba2fa8,create2,2021-02-02T08:35:00.398Z,2021-02-02T09:03:15.496Z,1695.0980000000002,[],0.0
156,6018f4bbf8a80c12afba21b3,restructure1,2021-02-02T08:53:06.207Z,2021-02-02T09:03:58.162Z,651.955,"[['2021-02-02T08:57:31.522Z', '2021-02-02T08:57:48.417Z']]",16.895
