,participant,gender,reason,language,english,excel,visual,r,python,timestamp
256,604a3c4cba869b0aa718ec11,male,curiosity,python,4,2,2,1,3,2021-03-11T15:51:50.644Z
257,604b4b62ba869b0aa718f27e,male,Other,python,5,5,2,4,3,2021-03-12T11:07:55.77Z
258,604b6696ba869b0aa718f328,male,partofcourse,python,4,4,3,3,4,2021-03-12T13:10:35.649Z
259,604ba23eba869b0aa718f3ad,male,partofcourse,python,4,4,2,3,4,2021-03-12T17:19:23.223Z
260,604bbb22ba869b0aa718f3bb,male,jobsearch,python,5,3,1,1,2,2021-03-12T19:04:55.628Z
261,604c3e10ba869b0aa718f3e2,male,partofcourse,python,3,2,2,1,1,2021-03-13T04:57:59.52Z
262,604c4937ba869b0aa718f400,male,research,python,3,4,2,2,4,2021-03-13T05:13:23.568Z
263,604c56b5ba869b0aa718f41e,female,partofcourse,python,4,4,2,4,4,2021-03-13T06:09:33.279Z
264,604c564bba869b0aa718f416,male,research,python,2,5,2,0,0,2021-03-13T06:12:37.755Z
265,604c56b5ba869b0aa718f41e,female,partofcourse,python,3,4,3,4,1,2021-03-13T06:14:59.681Z
266,604c8482ba869b0aa71912a0,male,partofcourse,python,3,2,2,2,2,2021-03-13T09:24:36.47Z
267,604ca5b8ba869b0aa7193223,male,partofcourse,python,3,3,4,2,2,2021-03-13T11:46:24.927Z
268,604caa6fba869b0aa7193514,female,curiosity,python,2,3,2,1,3,2021-03-13T12:07:04.44Z
269,604ccd32ba869b0aa71946ce,female,partofcourse,python,5,4,2,0,3,2021-03-13T15:04:41.329Z
270,604ccd32ba869b0aa71946ce,female,partofcourse,python,5,4,2,0,3,2021-03-13T15:04:41.802Z
271,604ce667ba869b0aa7194ebe,male,partofcourse,python,2,3,4,0,0,2021-03-13T16:22:11.982Z
272,604cf57bba869b0aa719567b,female,curiosity,python,1,4,2,3,4,2021-03-13T17:27:16.721Z
273,604d1129ba869b0aa7196b6a,male,curiosity,python,4,1,2,1,2,2021-03-13T19:24:14.536Z
274,604d25f2ba869b0aa7197850,female,partofcourse,python,5,5,5,1,4,2021-03-13T20:53:23.764Z
275,604d27e9ba869b0aa71978fe,male,research,python,2,3,3,0,2,2021-03-13T21:01:12.229Z
276,604d966cba869b0aa7198348,male,project,python,3,3,2,3,2,2021-03-14T04:52:58.66Z
277,604da99bba869b0aa7198807,male,partofcourse,python,4,3,3,3,3,2021-03-14T06:15:01.859Z
278,604dab5fba869b0aa719891e,male,Other,python,3,3,2,1,1,2021-03-14T06:22:06.494Z
279,604dad56ba869b0aa7198ae2,female,partofcourse,python,2,3,4,2,3,2021-03-14T06:31:14.874Z
280,604db12eba869b0aa71990ab,male,partofcourse,python,3,5,2,5,3,2021-03-14T06:47:10.865Z
281,604db1c2ba869b0aa719920c,male,partofcourse,python,2,2,2,2,2,2021-03-14T06:49:11.41Z
282,604daccdba869b0aa7198ace,male,partofcourse,python,4,3,3,2,4,2021-03-14T06:52:06.304Z
283,604dbbbdba869b0aa7199855,male,partofcourse,python,1,4,0,3,3,2021-03-14T07:35:34.053Z
284,604dc59eba869b0aa719a67b,female,research,python,2,3,1,0,2,2021-03-14T08:15:04.617Z
285,604dc59eba869b0aa719a67b,female,research,python,2,3,1,0,2,2021-03-14T08:15:04.838Z
286,604dc83eba869b0aa719ab96,female,research,python,4,2,0,0,1,2021-03-14T08:28:06.185Z
287,604de8b8ba869b0aa719e935,female,partofcourse,python,2,4,4,2,3,2021-03-14T10:45:21.46Z
288,604de8b8ba869b0aa719e935,female,partofcourse,python,2,4,4,2,3,2021-03-14T10:45:21.5Z
289,604de8b8ba869b0aa719e935,female,partofcourse,python,2,4,4,2,3,2021-03-14T10:45:21.816Z
290,604de995ba869b0aa719e9b1,male,partofcourse,python,3,2,3,2,4,2021-03-14T10:48:09.404Z
291,604de8b8ba869b0aa719e935,female,partofcourse,python,2,4,4,2,3,2021-03-14T10:48:09.89Z
292,604de9d9ba869b0aa719e9b7,male,curiosity,python,4,4,2,2,4,2021-03-14T10:49:08.624Z
293,604deec3ba869b0aa719ecf2,female,project,python,2,4,4,2,4,2021-03-14T11:11:50.985Z
294,604deec3ba869b0aa719ecf2,female,project,python,2,4,4,2,4,2021-03-14T11:11:51.383Z
295,604df9aeba869b0aa719f15f,male,partofcourse,python,3,4,2,2,4,2021-03-14T11:56:36.345Z
296,604e0417ba869b0aa719f964,female,curiosity,python,2,5,2,3,3,2021-03-14T12:42:08.333Z
297,604e08d3ba869b0aa719fd96,male,partofcourse,python,2,2,2,2,4,2021-03-14T13:00:51.867Z
298,604e240dba869b0aa71a1241,male,partofcourse,python,3,4,4,4,4,2021-03-14T15:00:28.338Z
299,604e2b01ba869b0aa71a1704,female,partofcourse,python,2,2,2,0,2,2021-03-14T15:53:05.856Z
300,604e3fbbba869b0aa71a2269,male,Other,python,2,3,3,0,2,2021-03-14T16:54:52.421Z
301,604e435cba869b0aa71a277f,male,project,python,4,5,1,3,4,2021-03-14T17:11:51.667Z
302,604e4627ba869b0aa71a28d9,prefernot,jobsearch,python,3,4,2,3,3,2021-03-14T17:22:35.514Z
303,604eec79ba869b0aa71a5338,male,partofcourse,python,1,4,2,3,3,2021-03-15T05:13:56.498Z
304,604ef140ba869b0aa71a5347,female,partofcourse,python,3,4,3,2,4,2021-03-15T05:35:31.426Z
305,604f064eba869b0aa71a5d8d,male,curiosity,python,4,5,3,2,3,2021-03-15T07:04:42.593Z
306,604f148cba869b0aa71a67f1,male,partofcourse,python,3,3,3,3,4,2021-03-15T08:03:02.796Z
307,604f1c3aba869b0aa71a7500,male,partofcourse,python,3,4,3,3,3,2021-03-15T08:36:48.22Z
308,604f27f0ba869b0aa71a9210,female,partofcourse,python,4,4,2,3,2,2021-03-15T09:26:48.453Z
309,604f33b1ba869b0aa71ab0ed,male,curiosity,python,2,3,3,5,4,2021-03-15T10:18:57.163Z
310,604f34bbba869b0aa71ab4c1,male,partofcourse,python,0,4,0,3,2,2021-03-15T10:21:38.045Z
311,604ef27aba869b0aa71a5380,female,partofcourse,python,3,4,4,2,4,2021-03-15T11:00:13.527Z
312,604f4f18ba869b0aa71b0013,female,partofcourse,python,2,4,2,3,4,2021-03-15T12:13:46.706Z
313,604de8e4ba869b0aa719e945,male,partofcourse,python,3,3,3,3,2,2021-03-15T13:46:07.519Z
314,604f797fba869b0aa71b3185,male,partofcourse,python,1,2,2,4,4,2021-03-15T15:14:04.591Z
315,604f7eb8ba869b0aa71b3404,female,partofcourse,python,4,4,4,3,4,2021-03-15T15:36:27.241Z
316,604f7d21ba869b0aa71b32b9,female,partofcourse,python,1,4,2,2,2,2021-03-15T15:44:07.519Z
317,6050ba51ba869b0aa71b5996,female,curiosity,python,3,4,1,3,4,2021-03-16T14:03:12.257Z
318,6050d98bba869b0aa71b59e8,female,partofcourse,python,3,4,3,2,2,2021-03-16T16:18:20.067Z
319,6050f676ba869b0aa71b5a1c,male,research,python,3,3,0,2,2,2021-03-16T18:20:02.045Z
320,6051134eba869b0aa71b5a39,other,curiosity,r,2,4,1,4,1,2021-03-16T20:22:47.387Z
321,6051266eba869b0aa71b5a42,male,curiosity,python,4,3,2,1,1,2021-03-16T21:45:00.75Z
322,6051b252ba869b0aa71b5a57,female,jobsearch,python,2,4,2,0,0,2021-03-17T07:41:27.497Z
323,6051d189ba869b0aa71b5abf,male,jobsearch,python,4,2,3,1,1,2021-03-17T09:56:28.39Z
324,6051ffd2ba869b0aa71b5cd3,male,Other,python,5,4,0,2,4,2021-03-17T13:12:59.89Z
325,605242a8ba869b0aa71b5e1f,male,partofcourse,python,5,2,2,4,4,2021-03-17T17:57:16.636Z
326,60524f0dba869b0aa71b5e6b,male,partofcourse,python,3,4,2,3,3,2021-03-17T18:49:46.649Z
327,60525918ba869b0aa71b5fd8,male,curiosity,python,3,5,1,3,4,2021-03-17T19:33:31.128Z
328,6052f862ba869b0aa71b6036,female,curiosity,python,4,3,4,0,1,2021-03-18T06:52:17.444Z
329,605328b2ba869b0aa71b6100,male,curiosity,python,4,4,0,0,3,2021-03-18T10:18:09.832Z
330,605387a3ba869b0aa71b6291,male,partofcourse,python,2,3,2,1,1,2021-03-18T17:03:23.417Z
331,6053b5b0ba869b0aa71b6b23,female,Other,python,4,4,2,1,1,2021-03-18T20:21:40.609Z
332,6053b6beba869b0aa71b6b33,male,curiosity,python,5,5,2,0,2,2021-03-18T20:25:13.886Z
333,6054bbe9ba869b0aa71b6ead,male,curiosity,python,3,3,4,1,0,2021-03-19T14:59:29.87Z
334,6054f492ba869b0aa71b7014,male,curiosity,python,5,4,3,0,3,2021-03-19T19:03:57.843Z
335,6054f79cba869b0aa71b7032,prefernot,curiosity,r,4,4,2,2,1,2021-03-19T19:13:13.096Z
336,60550163ba869b0aa71b7095,male,jobsearch,python,2,3,2,1,4,2021-03-19T19:57:11.404Z
337,605503a5ba869b0aa71b70ac,male,jobsearch,python,4,4,2,1,1,2021-03-19T20:04:42.268Z
338,60550679ba869b0aa71b70f2,male,curiosity,python,4,2,4,0,4,2021-03-19T20:17:17.866Z
339,60551b9dba869b0aa71b725b,male,jobsearch,python,1,5,1,3,2,2021-03-19T21:47:26.589Z
340,605523ddba869b0aa71b72e4,male,curiosity,python,5,4,3,4,3,2021-03-19T22:28:12.167Z
341,60553978ba869b0aa71b7700,male,jobsearch,python,3,2,2,3,4,2021-03-19T23:54:40.931Z
342,60554e12ba869b0aa71b7719,male,curiosity,python,5,4,2,1,4,2021-03-20T01:22:15.607Z
343,60555e69ba869b0aa71b777a,male,jobsearch,python,5,4,2,1,3,2021-03-20T02:32:03.648Z
344,60556db2ba869b0aa71b7780,male,jobsearch,python,5,5,2,2,3,2021-03-20T03:36:59.355Z
345,60557932ba869b0aa71b778b,male,jobsearch,python,5,3,2,4,4,2021-03-20T04:26:29.071Z
346,60558397ba869b0aa71b7814,male,project,r,4,4,4,2,2,2021-03-20T05:11:42.924Z
347,605585afba869b0aa71b7838,female,jobsearch,python,5,1,1,1,2,2021-03-20T05:20:38.084Z
348,6055886bba869b0aa71b785a,male,curiosity,r,5,4,2,3,4,2021-03-20T05:30:59.063Z
349,6055a699ba869b0aa71b78e8,male,Other,r,5,4,1,3,4,2021-03-20T07:40:00.069Z
350,6055c7bcba869b0aa71b79d3,male,curiosity,python,5,5,2,2,3,2021-03-20T10:01:25.269Z
351,6055eb03ba869b0aa71b7cb7,female,curiosity,python,5,3,2,3,5,2021-03-20T12:31:51.081Z
352,6055fb2bba869b0aa71b8107,male,curiosity,python,5,3,2,1,2,2021-03-20T13:40:49.76Z
353,605606e9ba869b0aa71b8801,male,partofcourse,python,4,4,3,1,2,2021-03-20T14:30:47.139Z
354,60560ae7ba869b0aa71b8932,male,curiosity,r,4,4,2,3,3,2021-03-20T14:49:02.76Z
355,605617d3ba869b0aa71b8ada,male,curiosity,python,4,3,2,0,2,2021-03-20T15:43:44.438Z
356,60561a0eba869b0aa71b8aea,male,partofcourse,python,4,4,2,1,4,2021-03-20T15:52:39.311Z
357,60561d37ba869b0aa71b8afb,female,project,python,4,3,2,4,3,2021-03-20T16:06:16.817Z
358,60562767ba869b0aa71b8b17,male,curiosity,python,4,3,2,1,3,2021-03-20T16:50:42.476Z
359,60562da9ba869b0aa71b8d9a,male,project,python,2,3,4,2,3,2021-03-20T17:16:25.433Z
360,605638d2ba869b0aa71b9090,prefernot,curiosity,python,4,3,0,0,0,2021-03-20T18:04:12.595Z
361,60563e08ba869b0aa71b9221,male,curiosity,python,5,3,4,0,2,2021-03-20T18:26:15.166Z
362,6056492cba869b0aa71b93ad,male,jobsearch,r,5,5,2,2,1,2021-03-20T19:14:26.256Z
363,6056499dba869b0aa71b93e0,male,partofcourse,python,5,5,3,0,3,2021-03-20T19:15:26.253Z
364,60564a87ba869b0aa71b94c9,female,curiosity,python,2,3,4,1,3,2021-03-20T19:20:54.132Z
365,60564ecbba869b0aa71b9627,male,jobsearch,r,5,5,3,2,3,2021-03-20T19:38:10.483Z
366,60564fe1ba869b0aa71b9640,female,partofcourse,python,5,4,2,2,2,2021-03-20T19:43:02.06Z
367,60565047ba869b0aa71b9648,male,curiosity,python,4,3,4,1,3,2021-03-20T19:44:53.136Z
368,6056bc57ba869b0aa71b9923,male,partofcourse,r,3,5,2,1,2,2021-03-21T03:26:58.394Z
369,6056cd01ba869b0aa71b9abb,male,research,python,2,3,3,0,3,2021-03-21T04:36:53.793Z
370,6056ec60ba869b0aa71ba26b,male,curiosity,python,4,4,3,2,3,2021-03-21T06:50:08.03Z
371,60572242ba869b0aa71bd973,male,jobsearch,python,4,3,2,4,1,2021-03-21T10:39:53.143Z
372,60574d71ba869b0aa71bea44,male,project,python,4,2,2,2,2,2021-03-21T13:43:45.363Z
373,6057dd9aba869b0aa71c0386,prefernot,Other,python,5,3,3,0,3,2021-03-21T23:59:42.195Z
374,6057f3e1ba869b0aa71c057c,male,jobsearch,python,5,2,4,1,2,2021-03-22T01:34:17.7Z
375,60584643ba869b0aa71c06b5,male,curiosity,python,5,3,1,3,3,2021-03-22T07:25:43.399Z
376,60584643ba869b0aa71c06b5,male,curiosity,python,5,3,1,3,3,2021-03-22T07:25:43.511Z
377,60584643ba869b0aa71c06b5,male,curiosity,python,5,3,1,3,3,2021-03-22T07:25:43.613Z
378,60589795ba869b0aa71c0adf,male,jobsearch,r,4,4,2,4,4,2021-03-22T13:12:47.24Z
379,6058a23dba869b0aa71c0ca0,male,curiosity,python,5,4,2,2,2,2021-03-22T13:58:09.562Z
380,6058c174ba869b0aa71c1807,prefernot,curiosity,python,5,4,0,3,2,2021-03-22T16:12:29.706Z
381,6058a23dba869b0aa71c0ca0,male,curiosity,python,5,4,2,2,2,2021-03-22T16:13:31.448Z
382,6058e089ba869b0aa71c2282,male,curiosity,python,3,3,2,0,2,2021-03-22T18:24:32.982Z
383,6058edf0ba869b0aa71c22b1,male,jobsearch,python,5,4,2,2,3,2021-03-22T19:20:51.881Z
384,60593fc2ba869b0aa71c3ab9,male,curiosity,r,3,5,4,3,0,2021-03-23T01:10:57.437Z
385,60599fc0ba869b0aa71c4e4b,other,curiosity,python,3,3,1,0,0,2021-03-23T08:03:07.79Z
386,60599fc0ba869b0aa71c4e4b,other,curiosity,python,3,3,0,0,0,2021-03-23T08:08:51.788Z
387,6059c097ba869b0aa71c5d13,male,jobsearch,r,4,5,2,3,4,2021-03-23T10:20:16.362Z
388,6059eacbba869b0aa71c6501,male,partofcourse,python,4,4,2,1,4,2021-03-23T13:20:11.898Z
389,605a069bba869b0aa71c6a5b,male,jobsearch,python,5,3,4,1,0,2021-03-23T15:19:16.834Z
390,605a1e72ba869b0aa71c71de,prefernot,curiosity,python,4,5,0,3,3,2021-03-23T17:00:24.695Z
391,605a21e9ba869b0aa71c728f,male,curiosity,python,4,3,2,2,4,2021-03-23T17:15:01.321Z
392,605a5ca1ba869b0aa71c848f,male,curiosity,r,4,4,3,4,4,2021-03-23T21:26:07.379Z
393,605a8e77ba869b0aa71c84a8,male,curiosity,r,4,2,1,3,0,2021-03-24T00:58:06.753Z
394,605a99a9ba869b0aa71c84b3,male,curiosity,python,5,3,3,3,3,2021-03-24T01:46:07.839Z
395,605ae71fba869b0aa71c860f,male,curiosity,python,3,3,4,0,4,2021-03-24T07:16:40.608Z
396,605aecceba869b0aa71c863f,prefernot,ebook,python,4,4,3,4,4,2021-03-24T07:41:17.913Z
397,605b2938ba869b0aa71c9505,male,curiosity,python,3,5,0,3,4,2021-03-24T11:59:03.101Z
398,605b2cdaba869b0aa71c950f,male,curiosity,python,5,4,2,1,2,2021-03-24T12:14:51.338Z
399,605c3c3dba869b0aa71cda5a,male,project,python,5,4,4,3,5,2021-03-25T07:32:11.526Z
400,605c4db5ba869b0aa71cde48,female,curiosity,python,4,4,2,1,1,2021-03-25T08:48:02.812Z
401,605cdb29ba869b0aa71d1034,female,jobsearch,python,4,4,3,2,4,2021-03-25T18:51:15.248Z
402,605cfabeba869b0aa71d1161,male,curiosity,python,2,4,2,1,4,2021-03-25T21:07:13.46Z
403,605d2c28ba869b0aa71d1186,female,jobsearch,python,5,1,2,2,3,2021-03-26T00:36:14.35Z
404,605dc9a5ba869b0aa71d2b29,male,curiosity,python,4,4,2,0,3,2021-03-26T11:48:05.701Z
405,605e2865ba869b0aa71d30f0,male,project,python,5,1,4,0,3,2021-03-26T18:31:57.85Z
406,605e8a70ba869b0aa71d31bc,male,curiosity,python,5,3,2,2,3,2021-03-27T01:38:26.066Z
407,605ed2cbba869b0aa71d355b,male,curiosity,python,5,3,3,1,3,2021-03-27T06:38:51.056Z
408,605ed3a9ba869b0aa71d35cb,female,jobsearch,python,1,0,2,0,0,2021-03-27T06:42:04.348Z
409,605eda49ba869b0aa71d373e,male,jobsearch,python,4,4,2,0,2,2021-03-27T07:13:18.394Z
410,605f1e7fba869b0aa71d3ac9,male,jobsearch,python,5,4,2,4,3,2021-03-27T12:04:45.81Z
411,605fcd68ba869b0aa71d3d65,male,curiosity,python,5,4,4,1,4,2021-03-28T00:28:20.512Z
412,605fe289ba869b0aa71d3e08,female,jobsearch,python,5,2,3,0,2,2021-03-28T01:58:47.75Z
413,60608252ba869b0aa71d499c,male,curiosity,python,5,3,1,2,5,2021-03-28T13:20:33.491Z
414,6060ddf8ba869b0aa71d55b5,female,project,python,1,4,3,1,5,2021-03-28T19:51:18.778Z
415,6060de22ba869b0aa71d55b8,female,jobsearch,python,4,3,2,2,0,2021-03-28T19:53:28.041Z
416,60612c88ba869b0aa71d6f47,male,curiosity,python,4,2,5,1,3,2021-03-29T01:29:29.316Z
417,606178bcba869b0aa71d74ab,female,Other,python,4,4,2,3,4,2021-03-29T06:51:20.846Z
418,6061e1d4ba869b0aa71d7caa,female,partofcourse,python,5,4,4,1,1,2021-03-29T14:21:12.929Z
419,6062263dba869b0aa71d7ef9,female,partofcourse,python,4,4,2,1,1,2021-03-29T19:12:39.742Z
420,6062ca02ba869b0aa71d8745,male,partofcourse,python,5,2,2,3,0,2021-03-30T06:51:34.421Z
421,6062cd31ba869b0aa71d8994,male,partofcourse,python,4,4,3,3,3,2021-03-30T07:04:28.068Z
422,606302afba869b0aa71d8ae4,male,curiosity,python,5,4,2,4,3,2021-03-30T10:52:37.734Z
423,60631f96ba869b0aa71d8f4b,female,partofcourse,python,2,3,4,0,0,2021-03-30T12:57:06.89Z
424,60633ce7ba869b0aa71d92e4,male,partofcourse,python,5,5,2,4,2,2021-03-30T15:01:05.224Z
425,60638ea0ba869b0aa71d9f95,male,partofcourse,python,4,4,2,0,2,2021-03-30T20:49:31.66Z
426,60645762ba869b0aa71db831,male,curiosity,python,1,4,2,2,4,2021-03-31T11:07:02.45Z
427,60652e90ba869b0aa71df5e7,female,research,python,5,4,1,0,0,2021-04-01T02:24:34.539Z
428,6066401aba869b0aa71e11dd,female,partofcourse,r,4,4,2,1,1,2021-04-01T21:52:23.021Z
429,60669c89e1dff50acdb84e94,male,curiosity,python,5,4,1,3,4,2021-04-02T04:25:54.298Z
430,6066a250e1dff50acdb84e9c,male,research,r,5,2,1,1,4,2021-04-02T04:50:15.568Z
431,60671206e1dff50acdb85523,male,project,python,5,3,2,0,3,2021-04-02T12:47:49.099Z
432,6067bc02e1dff50acdb85574,female,curiosity,python,5,3,0,0,3,2021-04-03T00:51:54.061Z
433,60689853e1dff50acdb855c3,female,jobsearch,python,4,3,3,1,2,2021-04-03T16:32:29.429Z
434,6068cbbde1dff50acdb8585f,female,curiosity,python,4,4,2,0,4,2021-04-03T20:14:12.109Z
435,606970c9e1dff50acdb86754,male,curiosity,python,2,2,2,0,2,2021-04-04T07:57:00.569Z
436,60697567e1dff50acdb86796,prefernot,project,python,4,2,2,1,3,2021-04-04T08:15:44.523Z
437,6069905fe1dff50acdb867f0,female,jobsearch,python,0,0,0,0,0,2021-04-04T10:10:11.083Z
438,606a7e96e1dff50acdb88999,male,project,python,5,4,2,1,4,2021-04-05T03:23:06.399Z
439,606aef3ae1dff50acdb88a99,male,curiosity,python,0,0,0,0,0,2021-04-05T11:07:20.886Z
440,606b17f0e1dff50acdb88f47,male,curiosity,python,5,4,3,4,4,2021-04-05T14:03:14.952Z
441,606b4911e1dff50acdb8983d,female,partofcourse,python,5,4,4,1,4,2021-04-05T17:31:03.897Z
442,606b527ae1dff50acdb89cc1,male,partofcourse,python,5,4,4,1,0,2021-04-05T18:11:12.602Z
443,606b7563e1dff50acdb8ab1f,male,partofcourse,python,5,3,2,0,4,2021-04-05T20:40:23.35Z
444,606b7a47e1dff50acdb8ac03,male,partofcourse,python,5,4,0,0,2,2021-04-05T21:00:34.39Z
445,606bed1de1dff50acdb8e41b,female,project,python,5,4,4,0,4,2021-04-06T05:10:50.033Z
446,606c141be1dff50acdb8e4a4,male,partofcourse,python,5,4,3,1,3,2021-04-06T07:57:19.968Z
447,606c48eae1dff50acdb8ec4d,male,partofcourse,python,5,5,3,0,4,2021-04-06T11:43:25.528Z
448,606c6909e1dff50acdb8ecd9,female,partofcourse,python,5,3,2,0,0,2021-04-06T13:59:05.929Z
449,606c6abae1dff50acdb8ecf4,male,partofcourse,python,3,3,2,0,3,2021-04-06T14:07:24.28Z
450,606c6ad1e1dff50acdb8ecf8,female,partofcourse,python,5,4,2,0,1,2021-04-06T14:08:28.191Z
451,606c6e52e1dff50acdb8ed41,male,partofcourse,python,5,3,3,1,2,2021-04-06T14:21:58.908Z
452,606c7099e1dff50acdb8ed5d,female,partofcourse,python,5,5,3,1,4,2021-04-06T14:31:54.362Z
453,606c70e2e1dff50acdb8ed79,male,partofcourse,python,5,3,3,0,4,2021-04-06T14:33:10.487Z
454,606c70d8e1dff50acdb8ed72,male,partofcourse,python,5,3,5,1,0,2021-04-06T14:33:18.079Z
455,606c70dbe1dff50acdb8ed76,male,partofcourse,python,5,4,2,0,2,2021-04-06T14:33:38.962Z
456,606c70d0e1dff50acdb8ed6e,female,partofcourse,python,0,0,0,0,0,2021-04-06T14:36:48.548Z
457,606c71e1e1dff50acdb8ede1,male,partofcourse,python,3,2,2,1,2,2021-04-06T14:37:12.468Z
458,606c71f7e1dff50acdb8ede5,male,partofcourse,python,4,3,3,1,3,2021-04-06T14:38:31.843Z
459,606c72b1e1dff50acdb8ef34,male,partofcourse,python,0,2,0,0,4,2021-04-06T14:40:31.558Z
460,606c730de1dff50acdb8efd0,male,partofcourse,python,5,4,1,0,0,2021-04-06T14:42:46.92Z
461,606c7313e1dff50acdb8efd4,male,partofcourse,python,5,3,3,1,0,2021-04-06T14:43:16.416Z
462,606c7441e1dff50acdb8f2a1,male,Other,python,4,4,5,1,2,2021-04-06T14:47:36.228Z
463,606c7619e1dff50acdb8fb02,male,partofcourse,python,5,3,1,0,0,2021-04-06T14:56:40.043Z
464,606c8fc3e1dff50acdb934b7,male,partofcourse,python,5,3,1,0,4,2021-04-06T16:45:27.859Z
465,606c993fe1dff50acdb94232,male,curiosity,python,3,5,1,3,4,2021-04-06T17:25:39.608Z
466,606c9965e1dff50acdb94283,female,partofcourse,python,5,2,2,0,3,2021-04-06T17:25:41.552Z
467,606d90f7e1dff50acdb9545a,male,partofcourse,python,5,3,3,2,3,2021-04-07T11:02:05.47Z
468,606dcf3ce1dff50acdb976ad,male,partofcourse,python,2,4,2,0,3,2021-04-07T15:28:01.336Z
469,606ef081e1dff50acdb9adf8,male,jobsearch,python,3,2,3,0,2,2021-04-08T12:02:03.516Z
470,606f05f3e1dff50acdb9b10a,male,partofcourse,python,5,2,1,0,0,2021-04-08T13:34:05.581Z
471,606f7a33e1dff50acdb9bb53,male,curiosity,python,4,2,2,1,2,2021-04-08T21:50:01.667Z
472,606f8d92e1dff50acdb9bdb3,male,jobsearch,python,4,4,1,1,3,2021-04-08T23:16:25.35Z
473,606f8d92e1dff50acdb9bdb3,male,jobsearch,python,4,4,1,1,3,2021-04-08T23:16:25.729Z
474,606f8d92e1dff50acdb9bdb3,male,jobsearch,python,4,4,1,1,3,2021-04-08T23:16:26.35Z
475,60703a6be1dff50acdb9be60,male,partofcourse,python,5,3,4,1,1,2021-04-09T11:29:49.956Z
476,60705318e1dff50acdb9be8b,female,curiosity,r,4,3,2,3,3,2021-04-09T13:15:11.319Z
477,6070759be1dff50acdb9bf38,female,curiosity,python,5,5,1,5,4,2021-04-09T15:41:57.422Z
478,607161e8e1dff50acdb9c3c2,male,curiosity,r,5,4,4,0,3,2021-04-10T08:32:33.403Z
479,60716c5ce1dff50acdb9c3e6,male,curiosity,python,4,5,3,1,3,2021-04-10T09:18:06.382Z
480,6071c659e1dff50acdb9c446,prefernot,Other,r,4,3,2,3,3,2021-04-10T15:38:35.555Z
481,6071f2eee1dff50acdb9c63e,female,curiosity,python,3,4,2,1,1,2021-04-10T18:50:56.577Z
482,6072b49ae1dff50acdb9cca4,female,partofcourse,python,5,3,1,1,3,2021-04-11T08:35:24.314Z
483,6072f6f6e1dff50acdb9d1c6,male,jobsearch,python,5,5,2,1,3,2021-04-11T13:18:32.531Z
484,607314dce1dff50acdb9d355,male,curiosity,python,5,2,4,1,3,2021-04-11T15:26:44.755Z
485,6074c9b3e1dff50acdb9e161,male,curiosity,python,4,4,2,3,3,2021-04-12T22:31:28.619Z
486,6074ca0ce1dff50acdb9e164,male,curiosity,python,5,4,2,2,4,2021-04-12T22:32:20.804Z
487,60754804e1dff50acdb9e264,male,jobsearch,python,5,3,2,3,3,2021-04-13T07:28:56.393Z
488,607594e5e1dff50acdb9e280,male,curiosity,python,0,0,0,0,0,2021-04-13T12:56:37.889Z
489,6078922ae1dff50acdba00e4,prefernot,ebook,python,4,2,2,4,4,2021-04-15T19:22:16.834Z
490,60795988e1dff50acdba0100,male,curiosity,r,5,4,0,5,3,2021-04-16T09:34:03.749Z
491,6079aa99e1dff50acdba0324,prefernot,curiosity,python,4,4,1,0,2,2021-04-16T15:19:09.057Z
492,6079ae18e1dff50acdba03d5,male,curiosity,python,4,4,1,1,2,2021-04-16T15:33:51.194Z
493,607a4143e1dff50acdba0b05,male,curiosity,python,5,2,2,1,1,2021-04-17T02:01:33.249Z
494,607aa39ee1dff50acdba0b12,male,ebook,python,5,4,2,2,3,2021-04-17T09:01:54.412Z
495,607bf57ae1dff50acdba0b27,female,jobsearch,r,4,2,1,2,4,2021-04-18T09:02:40.227Z
496,607c3449e1dff50acdba0b30,male,curiosity,python,5,4,1,0,1,2021-04-18T13:30:57.064Z
497,607c6535e1dff50acdba0b81,female,jobsearch,r,0,0,0,0,0,2021-04-18T16:59:14.52Z
498,607cb5a5e1dff50acdba0c94,female,curiosity,python,5,4,2,1,1,2021-04-18T22:43:19.985Z
499,607d3d84e1dff50acdba0ca2,male,curiosity,python,4,5,3,0,3,2021-04-19T08:22:29.997Z
500,607dbfe1e1dff50acdba14c9,male,jobsearch,python,4,4,3,1,3,2021-04-19T17:39:41.201Z
501,607e8f45e1dff50acdba1541,male,curiosity,python,5,5,2,1,0,2021-04-20T08:24:22.333Z
502,6080076ae1dff50acdba1ba5,male,jobsearch,r,5,4,2,3,0,2021-04-21T11:09:34.405Z
503,608067d4e1dff50acdba29cd,male,curiosity,python,4,4,1,3,3,2021-04-21T17:59:53.889Z
504,60806cf2e1dff50acdba2a77,male,project,python,5,1,0,3,4,2021-04-21T18:21:28.959Z
505,6080bd8ce1dff50acdba2b64,male,curiosity,python,5,0,3,4,3,2021-04-22T00:05:22.094Z
506,6083ef86e1dff50acdba3e43,male,research,r,4,4,3,2,2,2021-04-24T10:16:28.291Z
507,608583bae1dff50acdba3eeb,female,ebook,python,4,4,2,3,4,2021-04-25T15:00:23.982Z
508,608720dae1dff50acdba42f7,male,curiosity,python,3,3,2,1,3,2021-04-26T20:23:25.498Z
509,6088c26ce1dff50acdba476e,male,Other,python,5,3,2,3,3,2021-04-28T02:04:20.842Z
