,participant,gender,reason,language,english,excel,visual,r,python,timestamp
510,60891dd5e1dff50acdba4788,male,jobsearch,python,4,5,2,1,3,2021-04-28T08:34:27.556Z
511,6089fe86e1dff50acdba4817,male,research,r,2,4,2,3,0,2021-04-29T00:34:07.725Z
512,608a092ce1dff50acdba4823,female,project,python,3,4,3,1,0,2021-04-29T01:18:44.005Z
513,608b230ce1dff50acdba48d3,male,curiosity,python,5,2,2,1,1,2021-04-29T21:21:25.755Z
514,608bec4ce1dff50acdba493c,female,curiosity,python,3,4,2,1,4,2021-04-30T11:43:36.624Z
515,608c956fe1dff50acdba4958,male,project,python,2,3,2,1,2,2021-04-30T23:42:08.269Z
516,608c9d49e1dff50acdba4969,male,curiosity,python,4,3,2,0,1,2021-05-01T00:15:01.981Z
517,608d0830e1dff50acdba4a76,prefernot,partofcourse,python,2,2,2,2,4,2021-05-01T07:51:13.125Z
518,608d1576e1dff50acdba4c47,male,jobsearch,python,3,3,3,3,3,2021-05-01T08:47:15.452Z
519,608d41b3e1dff50acdba68b2,male,project,python,5,4,1,0,0,2021-05-01T11:56:38.953Z
520,6091ae07e1dff50acdba9730,male,project,python,2,5,4,1,2,2021-05-04T20:34:34.73Z
521,609264d4e1dff50acdba9bf0,female,curiosity,python,3,2,0,2,3,2021-05-05T09:27:58.411Z
522,60926c8ce1dff50acdba9caf,male,curiosity,python,5,5,1,1,1,2021-05-05T10:01:41.76Z
523,6092d3e0e1dff50acdba9d03,female,curiosity,r,5,4,2,3,2,2021-05-05T17:21:36.766Z
524,6092e500e1dff50acdbaa5fd,male,curiosity,python,3,4,4,4,2,2021-05-06T09:45:08.203Z
525,6093dea9e1dff50acdbac132,male,jobsearch,python,5,5,2,4,4,2021-05-06T12:20:21.979Z
526,60942f10e1dff50acdbac164,female,curiosity,python,4,4,1,4,4,2021-05-06T18:03:34.958Z
527,60943504e1dff50acdbac18e,female,curiosity,r,4,4,4,4,4,2021-05-06T18:27:45.611Z
528,6095cc43d35efd0ab8825574,male,curiosity,python,5,3,2,1,4,2021-05-07T23:25:58.777Z
529,6095cf81d35efd0ab88255cd,male,project,python,2,2,2,2,3,2021-05-07T23:39:53.339Z
530,60962a3dd35efd0ab8825803,male,curiosity,python,4,4,2,2,3,2021-05-08T06:07:09.421Z
531,609910d0d35efd0ab8825823,male,jobsearch,python,2,3,2,1,4,2021-05-10T10:55:01.777Z
532,6099392ad35efd0ab8825886,prefernot,Other,python,1,0,0,0,0,2021-05-10T13:47:04.481Z
533,609943b2d35efd0ab88258df,male,project,python,4,4,3,3,3,2021-05-10T14:39:36.988Z
534,609acc29d35efd0ab8825aec,prefernot,partofcourse,r,4,4,2,1,1,2021-05-11T18:26:16.744Z
535,609acceed35efd0ab8825af6,prefernot,partofcourse,python,0,0,0,0,0,2021-05-11T18:29:15.469Z
536,609ae9bdd35efd0ab8825afc,male,jobsearch,python,4,4,2,3,3,2021-05-11T20:33:23.38Z
537,609aff10d35efd0ab8825b01,male,curiosity,python,5,3,2,3,5,2021-05-11T22:04:34.824Z
538,609cbf9cd35efd0ab8825e86,male,jobsearch,r,5,5,3,2,2,2021-05-13T05:57:24.445Z
539,609d46f3d35efd0ab8825efd,male,curiosity,python,4,3,4,1,3,2021-05-13T15:37:31.753Z
540,609e2e67d35efd0ab8825f61,female,jobsearch,python,4,4,2,1,1,2021-05-14T08:02:57.052Z
541,609f7d3fd35efd0ab8825f94,male,curiosity,python,4,4,2,0,3,2021-05-15T07:51:44.592Z
542,609fdad9d35efd0ab8825fae,male,jobsearch,python,5,3,3,1,0,2021-05-15T14:31:30.151Z
543,60a00c38d35efd0ab8825ffd,male,curiosity,python,5,4,2,0,4,2021-05-15T18:01:41.197Z
544,60a078aed35efd0ab8826010,male,project,r,4,5,1,4,3,2021-05-16T01:44:18.376Z
545,60a0ea59d35efd0ab882615f,male,curiosity,python,5,3,2,3,4,2021-05-16T09:49:13.028Z
546,60a123d8d35efd0ab8826169,male,curiosity,python,3,3,2,1,3,2021-05-16T13:55:04.219Z
547,60a15dc3d35efd0ab882623a,male,curiosity,python,4,3,2,3,4,2021-05-16T18:02:15.039Z
548,60a59b23d35efd0ab88262be,prefernot,Other,python,0,0,0,0,0,2021-05-19T23:12:08.293Z
549,60a91d26d35efd0ab882663d,male,jobsearch,python,3,4,3,0,3,2021-05-22T15:05:15.45Z
550,60a9808bd35efd0ab882679c,male,curiosity,python,5,4,3,1,3,2021-05-22T22:08:04.683Z
551,60ad2545d35efd0ab8826a9d,female,project,python,4,2,2,2,3,2021-05-25T16:27:57.686Z
552,6091ee3be1dff50acdba9b9c,female,partofcourse,python,4,3,1,3,2,2021-05-27T04:03:44.048Z
553,60afa7e2d35efd0ab8826e25,male,jobsearch,python,5,5,2,2,3,2021-05-27T14:10:03.326Z
554,60b1882bd35efd0ab8827351,male,project,python,4,5,2,3,2,2021-05-29T00:18:57.99Z
555,60b29329d35efd0ab8827377,male,curiosity,python,1,4,2,1,2,2021-05-29T19:18:10.675Z
556,60b38a7cd35efd0ab8827383,male,curiosity,python,5,4,0,3,4,2021-05-30T12:52:43.972Z
557,60b3e4efd35efd0ab882738d,male,curiosity,python,4,4,1,0,4,2021-05-30T19:19:49.384Z
558,60b3f5a7d35efd0ab882739e,male,curiosity,python,4,3,3,4,2,2021-05-30T20:31:13.615Z
559,60b438bad35efd0ab8827d95,male,curiosity,r,5,5,2,4,3,2021-05-31T01:23:20.435Z
560,60b5a1fcd35efd0ab88285c8,male,curiosity,python,5,0,1,0,0,2021-06-01T12:37:25.504Z
